name,avg_price,count_sneakers,size,retaile_price,how_much_earn
adidas-yeezy-500-soft-vision,292.26623376623377,308,7.5,200,46.133116883116884
adidas-yeezy-boost-350-v2-cloud-white,275.19504643962847,323,7.5,220,25.088657472558396
adidas-yeezy-boost-700-inertia,326.58620689655174,29,7.5,300,8.862068965517247
air-jordan-1-retro-high-shattered-backboard-3,295.3929618768328,341,7.5,160,84.62060117302052
air-jordan-11-retro-playoffs-2019,269.0,145,7.5,220,22.272727272727273
air-jordan-6-retro-travis-scott,1021.7142857142857,35,7.5,250,308.68571428571425
